,base,cloudiness,cod,latitude,longitude,dt,id,main.grnd_level,humidity,main.pressure,main.sea_level,temperature,main.temp_max,main.temp_min,message,name,rain.1h,rain.3h,sys.country,sys.id,sys.message,sys.sunrise,sys.sunset,sys.type,timezone,visibility,weather,wind.deg,wind.gust,windspeed
92,stations,40.0,200,-5.2,-35.46,1562640139.0,3386213.0,,94.0,1017.0,,296.15,296.15,296.15,,Touros,,,BR,8452.0,0.0064,1562574702.0,1562617298.0,1.0,-10800.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",220.0,,1.5
93,stations,40.0,200,-20.34,57.76,1562640139.0,1106677.0,,94.0,1019.0,,293.46,293.71,293.15,,Bambous Virieux,,,MU,2061.0,0.0091,1562640312.0,1562679755.0,1.0,14400.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",320.0,,2.6
94,stations,20.0,200,14.25,-87.96,1562640017.0,3602137.0,,83.0,1016.0,,298.15,298.15,298.15,,San Jose,,,HN,7095.0,0.007,1562585329.0,1562631873.0,1.0,-21600.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",340.0,,4.6
95,stations,100.0,200,7.35,80.68,1562640139.0,1241622.0,975.72,61.0,1009.97,1009.97,301.323,301.323,301.323,,Wattegama,,,LK,,0.0067,1562631982.0,1562677082.0,,19800.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",217.366,,2.47
96,stations,3.0,200,3.38,-59.8,1562640140.0,3379316.0,1004.26,73.0,1015.09,1015.09,299.143,299.143,299.143,,Lethem,,,GY,,0.0062,1562579690.0,1562623994.0,,-14400.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",109.976,,0.68
97,stations,96.0,200,-38.31,-60.23,1562640140.0,3833859.0,1006.98,72.0,1018.9,1018.9,281.653,281.653,281.653,,Barrow,,,AR,,0.0062,1562584637.0,1562619254.0,,-10800.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",337.029,,5.56
98,stations,1.0,200,39.31,-74.98,1562640140.0,4501427.0,,93.0,1017.0,,293.1,294.82,291.48,,Port Elizabeth,,,US,4902.0,0.0095,1562578834.0,1562632137.0,1.0,-14400.0,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",112.325,,1.48
99,stations,90.0,200,8.96,38.73,1562640140.0,344979.0,,87.0,1027.0,,287.15,287.15,287.15,,Lebu,,,ET,2453.0,0.0082,1562641888.0,1562687314.0,1.0,10800.0,,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",30.0,,3.1
100,stations,90.0,200,46.23,-63.13,1562640061.0,5920288.0,,70.0,1009.0,,290.31,292.59,289.26,,Charlottetown,,0.375,CA,19059.0,0.0067,1562574549.0,1562630734.0,3.0,-10800.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",274.619,,7.41
101,,,404,,,,,,,,,,,,city not found,,,,,,,,,,,,,,,
102,stations,0.0,200,32.93,12.08,1562640141.0,2208425.0,1012.55,38.0,1013.03,1013.03,302.243,302.243,302.243,,Zuwarah,,,LY,,0.0065,1562645416.0,1562696580.0,,7200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",178.301,,3.75
103,stations,40.0,200,13.22,-59.52,1562640141.0,3374083.0,,78.0,1017.0,,301.15,301.15,301.15,,Bathsheba,,,BB,8772.0,0.011,1562578613.0,1562624937.0,1.0,-14400.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",100.0,,9.3
104,stations,42.0,200,-10.07,-78.15,1562640142.0,3939168.0,1014.73,90.0,1016.59,1016.59,290.143,290.143,290.143,,Huarmey,,,PE,,0.006,1562585439.0,1562627054.0,,-18000.0,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",162.176,,8.01
105,stations,100.0,200,7.53,-12.5,1562640142.0,2409914.0,1014.34,84.0,1014.87,1014.87,297.033,297.033,297.033,,Bonthe,,,SL,,0.0062,1562654331.0,1562699465.0,,0.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",238.979,,4.82
106,stations,0.0,200,-30.97,22.13,1562640142.0,1014034.0,879.16,82.0,1026.89,1026.89,279.233,279.233,279.233,,Carnarvon,,,ZA,,0.0061,1562650164.0,1562687008.0,,7200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",291.018,,0.86
107,stations,5.0,200,23.45,-110.23,1562640142.0,3981432.0,,28.0,1011.0,,301.28,305.15,298.15,,Todos Santos,,,MX,7165.0,0.0069,1562589626.0,1562638267.0,1.0,-21600.0,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",140.0,,2.6
108,stations,100.0,200,-0.87,134.08,1562639885.0,1636308.0,963.42,83.0,1009.89,1009.89,298.333,298.333,298.333,,Manokwari,,2.25,ID,,0.0065,1562619986.0,1562663444.0,,32400.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",78.281,,1.76
109,,,404,,,,,,,,,,,,city not found,,,,,,,,,,,,,,,
110,stations,100.0,200,14.6,-91.73,1562640143.0,3597587.0,1010.14,93.0,1015.04,1015.04,297.523,297.523,297.523,,El Asintal,,0.938,GT,,0.0077,1562586197.0,1562632815.0,,-21600.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",322.032,,1.72
111,stations,0.0,200,-23.87,35.38,1562640143.0,1045114.0,1011.27,94.0,1022.65,1022.65,288.133,288.133,288.133,,Inhambane,,,MZ,,0.0099,1562646089.0,1562684722.0,,7200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",179.938,,0.92
112,stations,1.0,200,29.21,-99.79,1562640143.0,4738721.0,,58.0,1009.0,,303.72,305.37,300.93,,Uvalde,,,US,5989.0,0.0058,1562586376.0,1562636505.0,1.0,-18000.0,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",340.0,,1.5
113,stations,100.0,200,5.38,-52.96,1562640144.0,3380290.0,1015.11,80.0,1015.8,1015.8,300.153,300.153,300.153,,Sinnamary,,1.375,GF,,0.0068,1562577847.0,1562622553.0,,-10800.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",102.246,,4.73
114,stations,75.0,200,50.03,-100.23,1562640144.0,6122707.0,,65.0,1006.0,,299.15,299.15,299.15,,Rivers,,,CA,750.0,0.006,1562582459.0,1562640633.0,1.0,-18000.0,24140.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",330.0,,2.6
115,stations,0.0,200,38.04,14.02,1562640144.0,2525041.0,,49.0,1012.0,,299.73,300.93,297.59,,Cefalu,,,IT,2010973.0,0.0088,1562644128.0,1562696937.0,3.0,7200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",180.0,1.79,0.45
116,stations,99.0,200,21.47,76.4,1562640145.0,1261517.0,940.87,78.0,1002.89,1002.89,298.973,298.973,298.973,,Nepa Nagar,,,IN,,0.009,1562631484.0,1562679636.0,,19800.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",251.186,,4.79
117,,,404,,,,,,,,,,,,city not found,,,,,,,,,,,,,,,
118,,,404,,,,,,,,,,,,city not found,,,,,,,,,,,,,,,
119,stations,0.0,200,36.69,52.52,1562640145.0,134602.0,,88.0,1003.0,,296.02,297.15,295.15,,Fereydun Kenar,,,IR,7490.0,0.0089,1562635114.0,1562687469.0,1.0,16200.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",150.0,,1.0
120,stations,20.0,200,18.49,-71.85,1562640146.0,3504077.0,,58.0,1016.0,,302.15,302.15,302.15,,Jimani,,,DO,7213.0,0.0085,1562580995.0,1562628474.0,1.0,-14400.0,8000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",110.0,,5.1
121,stations,72.0,200,53.05,90.92,1562640146.0,1510131.0,951.78,64.0,1007.49,1007.49,293.713,293.713,293.713,,Beya,,,RU,,0.0084,1562622057.0,1562682092.0,,25200.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",290.114,,1.53
122,stations,20.0,200,17.88,-76.41,1562640146.0,3489440.0,,65.0,1015.0,,301.15,301.15,301.15,,Morant Bay,,,JM,7105.0,0.0083,1562582159.0,1562629499.0,1.0,-18000.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",350.0,,5.1
123,stations,21.0,200,14.9,-24.5,1562640146.0,3374210.0,1016.81,83.0,1016.79,1016.79,295.623,295.623,295.623,,Sao Filipe,,,CV,,0.0086,1562656444.0,1562703112.0,,-3600.0,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",31.693,,7.33
124,stations,93.0,200,47.7,142.03,1562640147.0,2120530.0,1015.37,80.0,1016.39,1016.39,285.233,285.233,285.233,,Urozhaynoye,,,RU,,0.0076,1562611368.0,1562668246.0,,39600.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",89.203,,9.13
125,stations,1.0,200,4.06,38.32,1562640147.0,331259.0,909.8,72.0,1015.54,1015.54,293.303,293.303,293.303,,Mega,,,ET,,0.0056,1562642481.0,1562686918.0,,10800.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",124.657,,7.51
126,stations,97.0,200,4.75,-6.64,1562640147.0,2282006.0,998.3,96.0,1015.2,1015.2,293.963,293.963,293.963,,San-Pedro,,,CI,,0.008,1562653204.0,1562697778.0,,0.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",220.852,,1.11
127,,,404,,,,,,,,,,,,city not found,,,,,,,,,,,,,,,
128,stations,42.0,200,-45.75,170.57,1562640147.0,2179825.0,,51.0,1003.0,,285.37,285.37,285.37,,Waitati,,,NZ,75281.0,0.0077,1562617040.0,1562648873.0,3.0,43200.0,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",248.0,4.92,3.13
129,stations,54.0,200,-30.17,-50.22,1562640065.0,3466165.0,1024.15,88.0,1024.96,1024.96,283.313,283.313,283.313,,Cidreira,,,BR,,0.0063,1562581029.0,1562618057.0,,-10800.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",3.017,,1.35
130,stations,100.0,200,20.39,78.13,1562640148.0,1252770.0,965.72,80.0,1002.98,1002.98,298.933,298.933,298.933,,Yavatmal,,,IN,,0.0074,1562631194.0,1562679094.0,,19800.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",241.442,,4.46
131,stations,90.0,200,-42.48,-73.76,1562640148.0,3896218.0,,100.0,1012.0,,283.15,283.15,283.15,,Castro,,,CL,8512.0,0.0066,1562588623.0,1562621762.0,1.0,-14400.0,10000.0,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}]",20.0,,6.2
132,stations,44.0,200,9.49,50.81,1562640148.0,64814.0,975.8,61.0,1008.4,1008.4,299.873,299.873,299.873,,Bandarbeyla,,,SO,,0.0066,1562638934.0,1562684470.0,,10800.0,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",220.996,,12.19
133,stations,75.0,200,69.49,88.39,1562640149.0,1490256.0,,81.0,993.0,,282.15,282.15,282.15,,Talnakh,,,RU,8951.0,0.0064,0.0,0.0,1.0,25200.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",10.0,,11.0
134,,,404,,,,,,,,,,,,city not found,,,,,,,,,,,,,,,
135,stations,0.0,200,47.66,-52.73,1562640149.0,6167817.0,,62.0,1005.0,,288.3,289.26,287.59,,Torbay,,,CA,2004771.0,0.0071,1562658147.0,1562714960.0,3.0,-9000.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",244.435,,8.79
136,stations,100.0,200,9.92,-68.31,1562640149.0,3626219.0,922.22,97.0,1015.61,1015.61,292.313,292.313,292.313,,Tinaquillo,,3.812,VE,,0.0057,1562581069.0,1562626701.0,,-14400.0,,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",82.635,,0.45
137,stations,46.0,200,-3.28,-39.27,1562640150.0,3386177.0,996.47,93.0,1016.68,1016.68,294.753,294.753,294.753,,Trairi,,,BR,,0.007,1562575425.0,1562618404.0,,-10800.0,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",160.457,,2.13
138,stations,14.0,200,37.17,-99.65,1562640150.0,4267710.0,,77.0,1006.0,,299.82,299.82,299.82,,Sitka,,,US,2005167.0,0.0054,1562585134.0,1562637681.0,3.0,-18000.0,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",129.0,4.47,2.68
139,stations,16.0,200,67.67,12.69,1562640150.0,3137469.0,1017.11,67.0,1017.16,1017.16,285.853,285.853,285.853,,Sorland,,,NO,,0.0063,0.0,0.0,,7200.0,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",14.239,,3.22
140,stations,100.0,200,69.44,-133.03,1562640150.0,6170031.0,1020.28,89.0,1019.99,1019.99,276.583,276.583,276.583,,Tuktoyaktuk,,,CA,,0.0075,0.0,0.0,,-21600.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",46.528,,5.94
141,stations,84.0,200,65.32,21.48,1562640151.0,603570.0,,81.0,1015.0,,282.4,284.15,280.93,,Pitea,,,SE,1775.0,0.0059,1562630549.0,1562706934.0,1.0,7200.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",100.0,,1.0
142,,,404,,,,,,,,,,,,city not found,,,,,,,,,,,,,,,
143,stations,90.0,200,-29.95,-71.34,1562640151.0,3893629.0,,81.0,1019.0,,285.28,285.37,285.15,,Coquimbo,,,CL,8514.0,0.0069,1562586067.0,1562623156.0,1.0,-14400.0,10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,,1.0
144,stations,75.0,200,42.77,-9.06,1562640151.0,3115824.0,,93.0,1018.0,,289.55,292.04,287.59,,Muros,,,ES,6434.0,0.0064,1562648777.0,1562703367.0,1.0,7200.0,7000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",30.0,,3.6
145,stations,61.0,200,-10.62,150.67,1562640151.0,2132606.0,997.27,81.0,1011.77,1011.77,298.133,298.133,298.133,,Samarai,,0.688,PG,,0.0059,1562616979.0,1562658487.0,,36000.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",149.404,,4.38
146,stations,0.0,200,32.12,20.07,1562640131.0,88319.0,1010.98,73.0,1012.86,1012.86,298.923,298.923,298.923,,Benghazi,,,LY,,0.006,1562643617.0,1562694543.0,,7200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",329.183,,2.42
147,stations,23.0,200,49.72,-86.95,1562640045.0,5960603.0,972.74,60.0,1013.03,1013.03,291.253,291.253,291.253,,Geraldton,,,CA,,0.0067,1562579359.0,1562637358.0,,-14400.0,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",195.411,,3.87
148,stations,37.0,200,7.99,117.06,1562640152.0,1728675.0,1007.8,59.0,1010.53,1010.53,303.883,303.883,303.883,,Balabac,,,PH,,0.0071,1562623185.0,1562668415.0,,28800.0,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",168.102,,2.14
149,stations,100.0,200,-3.66,152.44,1562640152.0,2090021.0,986.01,82.0,1008.35,1008.35,298.923,298.923,298.923,,Namatanai,,1.688,PG,,0.0086,1562615855.0,1562658761.0,,36000.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",129.015,,8.33
150,stations,8.0,200,-7.28,-76.8,1562640153.0,3696267.0,873.59,97.0,1020.4,1020.4,287.873,287.873,287.873,,Huicungo,,0.625,PE,,0.0066,1562584832.0,1562627013.0,,-18000.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",228.655,,1.73
151,stations,100.0,200,55.93,158.7,1562640153.0,2125711.0,895.96,65.0,1010.34,1010.34,284.163,284.163,284.163,,Esso,,0.375,RU,,0.0051,1562604678.0,1562666933.0,,43200.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",72.079,,2.82
152,stations,17.0,200,-0.6,73.08,1562640153.0,1282256.0,1010.18,80.0,1010.3,1010.3,301.713,301.713,301.713,,Hithadhoo,,,MV,,0.0058,1562634600.0,1562678113.0,,18000.0,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",139.107,,7.23
153,stations,62.0,200,12.18,125.51,1562640153.0,1688696.0,1008.47,72.0,1009.75,1009.75,302.513,302.513,302.513,,San Policarpo,,0.438,PH,,0.0062,1562620723.0,1562666820.0,,28800.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",125.657,,3.13
154,stations,54.0,200,-33.02,27.91,1562640034.0,1006984.0,987.32,66.0,1023.69,1023.69,285.243,285.243,285.243,,East London,,,ZA,,0.013,1562649061.0,1562685335.0,,7200.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",274.597,,2.71
155,stations,0.0,200,27.97,-114.04,1562640154.0,4021858.0,1014.98,83.0,1014.68,1014.68,291.733,291.733,291.733,,Guerrero Negro,,,MX,,0.0056,1562589965.0,1562639757.0,,-21600.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",321.184,,5.57
156,,,404,,,,,,,,,,,,city not found,,,,,,,,,,,,,,,
157,,,404,,,,,,,,,,,,city not found,,,,,,,,,,,,,,,
158,stations,73.0,200,62.45,-114.38,1562640154.0,6185377.0,,62.0,1014.0,,283.71,283.71,283.71,,Yellowknife,,,CA,47671.0,0.0062,1562579959.0,1562649927.0,3.0,-21600.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",310.0,8.94,6.71
159,stations,0.0,200,27.18,31.19,1562640154.0,359783.0,,44.0,1011.0,,299.15,299.15,299.15,,Asyut,,,EG,2510.0,0.0066,1562641630.0,1562691192.0,1.0,7200.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",360.0,,4.1
160,stations,20.0,200,57.51,12.69,1562640155.0,2700839.0,,93.0,1011.0,,285.98,288.71,284.26,,Kinna,,,SE,1746.0,0.0082,1562639039.0,1562702664.0,1.0,7200.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",290.0,,3.1
161,stations,98.0,200,-46.43,-67.52,1562640155.0,3863379.0,976.28,76.0,1010.56,1010.56,279.303,279.303,279.303,,Mar del Plata,,,AR,,0.0064,1562587940.0,1562619450.0,,-10800.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",348.425,,2.04
162,stations,100.0,200,12.18,6.51,1562640155.0,2339937.0,959.51,85.0,1013.83,1013.83,295.513,295.513,295.513,,Auki,,,NG,,0.0062,1562649289.0,1562695381.0,,3600.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",198.218,,3.84
163,stations,0.0,200,-33.85,151.22,1562640137.0,2147714.0,,48.0,1019.0,,289.33,291.48,287.59,,Sydney,,,AU,9600.0,0.0096,1562619591.0,1562655611.0,1.0,36000.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",270.0,,5.7
164,stations,1.0,200,-8.93,125.41,1562640156.0,1651810.0,978.31,53.0,1014.11,1014.11,301.583,301.583,301.583,,Airai,,,TL,,0.0088,1562622870.0,1562664722.0,,32400.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",317.016,,1.57
165,stations,96.0,200,61.35,16.39,1562640156.0,2720679.0,983.99,94.0,1013.05,1013.05,280.563,280.563,280.563,,Bollnas,,,SE,,0.0064,1562635906.0,1562704020.0,,7200.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",357.005,,2.66
166,stations,100.0,200,71.98,102.47,1562640156.0,2022572.0,992.98,71.0,995.95,995.95,284.993,284.993,284.993,,Khatanga,,,RU,,0.0078,0.0,0.0,,25200.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",55.478,,4.57
167,stations,0.0,200,-24.93,-65.37,1562640156.0,3838233.0,,81.0,1018.0,,280.58,281.15,280.15,,Humaita,,,AR,8267.0,0.0056,1562583999.0,1562622359.0,1.0,-10800.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",230.0,,1.5
168,stations,100.0,200,-46.28,169.85,1562640157.0,2208248.0,,54.0,1001.0,,283.71,283.71,283.71,,Kaitangata,,0.5,NZ,2000217.0,0.0067,1562617328.0,1562648930.0,3.0,43200.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",270.0,10.73,6.26
169,stations,0.0,200,45.77,126.62,1562640157.0,2037013.0,,66.0,1008.0,,303.15,303.15,303.15,,Harbin,,,CN,9678.0,0.0056,1562615540.0,1562671471.0,1.0,28800.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",50.0,,2.0
170,stations,0.0,200,37.14,-8.45,1562640157.0,2267254.0,,82.0,1016.0,,291.26,291.48,290.93,,Lagoa,,,PT,6892.0,0.0074,1562649677.0,1562702174.0,1.0,3600.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",270.0,,3.1
171,stations,0.0,200,47.58,-53.28,1562640158.0,5895424.0,,68.0,1006.0,,288.3,289.26,287.59,,Bay Roberts,,,CA,2003936.0,0.0112,1562658300.0,1562715072.0,3.0,-9000.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",234.38,,4.54
172,stations,0.0,200,34.92,32.53,1562640158.0,146639.0,,88.0,1006.0,,295.27,297.15,294.15,,Lasa,,,CY,6374.0,0.0083,1562640200.0,1562691979.0,1.0,10800.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",360.0,,2.1
173,stations,0.0,200,36.54,61.16,1562640158.0,1159716.0,,50.0,1003.0,,299.15,299.15,299.15,,Sarakhs,,,TM,7484.0,0.0066,1562633064.0,1562685371.0,1.0,16200.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",360.0,,5.1
174,stations,0.0,200,-16.02,-48.01,1562640158.0,3462672.0,,72.0,1025.0,,289.27,291.15,287.59,,Santa Maria,,,BR,8336.0,0.0067,1562578825.0,1562619199.0,1.0,-10800.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",100.0,,2.6
175,stations,37.0,200,-23.13,150.74,1562640083.0,2142316.0,,50.0,1019.0,,297.15,297.15,297.15,,Yeppoon,,,AU,9499.0,0.0067,1562618317.0,1562657115.0,1.0,36000.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",70.0,,2.6
176,stations,0.0,200,-23.46,-56.74,1562640159.0,3436880.0,1001.13,76.0,1019.47,1019.47,285.693,285.693,285.693,,Tacuati,,,PY,,0.006,1562581753.0,1562620462.0,,-14400.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",78.468,,2.74
177,stations,20.0,200,43.19,140.77,1562640159.0,2129218.0,,57.0,1011.0,,298.21,298.71,297.15,,Yoichi,,,JP,7980.0,0.0066,1562612713.0,1562667505.0,1.0,32400.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",120.0,,3.6
178,stations,75.0,200,70.86,29.09,1562640159.0,780687.0,1017.5,81.0,1018.16,1018.16,280.693,280.693,280.693,,Berlevag,,,NO,,0.0068,0.0,0.0,,7200.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",316.248,,3.83
179,stations,0.0,200,-36.62,-64.29,1562640159.0,3835994.0,992.55,79.0,1018.2,1018.2,280.333,280.333,280.333,,Santa Rosa,,,AR,,0.0074,1562585338.0,1562620501.0,,-10800.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",50.131,,3.12
180,stations,40.0,200,7.47,80.04,1562640160.0,1238427.0,,88.0,1010.0,,300.15,300.15,300.15,,Kuliyapitiya,,,LK,9098.0,0.0073,1562632124.0,1562677248.0,1.0,19800.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",140.0,,1.5
181,stations,0.0,200,-19.16,46.8,1562640160.0,1056151.0,908.5,86.0,1019.46,1019.46,288.053,288.053,288.053,,Mananjary,,,MG,,0.0099,1562642811.0,1562682518.0,,10800.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",85.64,,1.14
182,stations,18.0,200,4.14,96.13,1562640160.0,1214488.0,1012.2,80.0,1012.52,1012.52,300.463,300.463,300.463,,Meulaboh,,,ID,,0.0056,1562628597.0,1562673051.0,,25200.0,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",83.846,,3.33
183,,,404,,,,,,,,,,,,city not found,,,,,,,,,,,,,,,
184,stations,100.0,200,14.07,5.96,1562640161.0,2441530.0,974.49,66.0,1011.97,1011.97,299.933,299.933,299.933,,Madaoua,,,NE,,0.0055,1562649221.0,1562695713.0,,3600.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",195.876,,4.86
185,stations,75.0,200,32.79,130.33,1562640161.0,1852479.0,,58.0,1003.0,,300.72,303.15,298.71,,Shimabara,,,JP,8005.0,0.0061,1562617046.0,1562668184.0,1.0,32400.0,10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]",350.0,,2.1
186,stations,100.0,200,59.24,163.07,1562640161.0,2122389.0,995.54,80.0,1013.93,1013.93,285.163,285.163,285.163,,Ossora,,,RU,,0.0062,1562602010.0,1562667503.0,,43200.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",70.239,,1.91
187,stations,0.0,200,45.6,-0.6,1562640063.0,3026644.0,,45.0,1014.0,,291.7,294.82,288.15,,Souillac,,,FR,6452.0,0.0074,1562646129.0,1562701954.0,1.0,7200.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",20.0,,6.7
